log10_ratio,density
0.11685650811338372,0.2239081400677509
0.11721733425001166,0.227310916169807
0.11757816038663957,0.23059185581729696
0.11793898652326751,0.23374354822877136
0.11829981265989542,0.23675902019319517
0.11866063879652336,0.23963176287579624
0.11902146493315127,0.24235575697842612
0.11938229106977921,0.24492549607845687
0.11974311720640712,0.24733600797751287
0.12010394334303506,0.24958287390014514
0.12046476947966298,0.25166224539278986
0.12082559561629092,0.2535708587850231
0.12118642175291883,0.2553060470880899
0.12154724788954677,0.2568657492199583
0.12190807402617468,0.2582485164615302
0.12226890016280262,0.25945351606513467
0.12262972629943053,0.2604805319538278
0.12299055243605847,0.26132996246826623
0.12335137857268638,0.2620028151368409
0.12371220470931432,0.2625006984642266
0.12407303084594223,0.26282581075336614
0.12443385698257017,0.26298092599600914
0.12479468311919809,0.26296937688712263
0.12515550925582603,0.2627950350385941
0.12551633539245394,0.2624622884875197
0.12587716152908188,0.26197601661383557
0.12623798766570982,0.2613415626009415
0.12659881380233773,0.2605647035911409
0.12695963993896567,0.2596516187049979
0.12732046607559358,0.2586088551099709
0.12768129221222152,0.25744329233873825
0.12804211834884943,0.2561621050714059
0.12840294448547737,0.2547727246080803
0.12876377062210528,0.25328279926905994
0.12912459675873322,0.2517001539689817
0.12948542289536114,0.25003274921859403
0.12984624903198907,0.2482886398133333
0.130207075168617,0.24647593347147792
0.13056790130524493,0.24460274968630266
0.13092872744187284,0.24267717905633812
0.13128955357850078,0.24070724335549376
0.1316503797151287,0.23870085660048673
0.13201120585175663,0.23666578736668753
0.13237203198838454,0.23460962259523727
0.13273285812501248,0.2325397331241023
0.1330936842616404,0.23046324116373018
0.13345451039826833,0.2283869899241907
0.13381533653489625,0.226317515585261
0.13417616267152419,0.22426102178392548
0.1345369888081521,0.22222335677536725
0.13489781494478004,0.22020999340383124
0.13525864108140795,0.21822601199892888
0.1356194672180359,0.21627608629115486
0.1359802933546638,0.2143644724178075
0.13634111949129174,0.2124950010672851
0.13670194562791968,0.2106710727860997
0.1370627717645476,0.20889565644905717
0.13742359790117553,0.20717129086913108
0.13778442403780344,0.20550008949977458
0.13814525017443138,0.20388374815898147
0.1385060763110593,0.2023235556815239
0.13886690244768723,0.20082040738362797
0.13922772858431515,0.19937482120312522
0.1395885547209431,0.19798695635796834
0.139949380857571,0.19665663434714706
0.14031020699419894,0.1953833621005956
0.14067103313082685,0.19416635706883936
0.1410318592674548,0.19300457402898485
0.1413926854040827,0.19189673337136415
0.14175351154071064,0.19084135062078839
0.14211433767733855,0.1898367669380462
0.1424751638139665,0.1888811803410649
0.1428359899505944,0.1879726773810982
0.14319681608722235,0.18710926500743244
0.14355764222385026,0.1862889023544507
0.1439184683604782,0.18550953218743127
0.1442792944971061,0.18476911174818145
0.14464012063373405,0.18406564274845738
0.14500094677036196,0.1833972002680487
0.1453617729069899,0.1827619603253138
0.1457225990436178,0.18215822590075914
0.14608342518024575,0.18158445120882422
0.1464442513168737,0.18103926402925166
0.1468050774535016,0.1805214859271256
0.14716590359012954,0.18003015020970067
0.14752672972675746,0.17956451748834434
0.1478875558633854,0.1791240887350884
0.1482483820000133,0.1787086157452505
0.14860920813664125,0.17831810894013872
0.14897003427326916,0.17795284246679044
0.1493308604098971,0.17761335657482075
0.149691686546525,0.17730045727355626
0.15005251268315292,0.17701521329550074
0.1504133388197809,0.17675895041462641
0.1507741649564088,0.176533243189807
0.1511349910930367,0.17633990422471743
0.15149581722966463,0.1761809710555442
0.1518566433662926,0.17605869079670844
0.1522174695029205,0.17597550269234133
0.15257829563954842,0.1759340187373326
0.15293912177617633,0.17593700254625988
0.1532999479128043,0.17598734666129498
0.1536607740494322,0.17608804850117388
0.15402160018606012,0.17624218516243614
0.15438242632268803,0.176452887291323
0.154743252459316,0.17672331224993978
0.1551040785959439,0.17705661680351126
0.15546490473257182,0.17745592955678977
0.15582573086919974,0.17792432336693242
0.1561865570058277,0.1784647879574855
0.15654738314245562,0.17908020295355057
0.15690820927908353,0.17977331155183776
0.1572690354157115,0.18054669503121754
0.1576298615523394,0.18140274829967462
0.15799068768896732,0.18234365666236246
0.15835151382559523,0.18337137398287806
0.1587123399622232,0.18448760239608109
0.1590731660988511,0.1856937737159042
0.15943399223547902,0.18699103266581743
0.15979481837210693,0.188380222043063
0.1601556445087349,0.1898618699106704
0.1605164706453628,0.19143617889372672
0.16087729678199073,0.19310301763862747
0.16123812291861864,0.19486191447619602
0.1615989490552466,0.19671205331185637
0.16195977519187452,0.1986522717485786
0.16232060132850243,0.20068106143130138
0.16268142746513034,0.20279657058507397
0.1630422536017583,0.2049966087034277
0.16340307973838622,0.2072786533285828
0.16376390587501413,0.20963985885116426
0.16412473201164204,0.21207706724421227
0.16448555814827,0.21458682063455514
0.16484638428489792,0.21716537560410068
0.16520721042152584,0.21980871910440122
0.16556803655815375,0.22251258585994074
0.16592886269478171,0.2252724771290823
0.16628968883140963,0.22808368068643997
0.16665051496803754,0.23094129188666596
0.1670113411046655,0.23384023566717996
0.16737216724129342,0.23677528934625705
0.16773299337792133,0.23974110607303628
0.16809381951454924,0.24273223878734915
0.1684546456511772,0.24574316454977632
0.16881547178780512,0.24876830910587502
0.16917629792443303,0.2518020715530402
0.16953712406106095,0.2548388489838119
0.1698979501976889,0.2578730609855871
0.17025877633431682,0.26089917388343625
0.17061960247094474,0.2639117246200237
